Aspect,Curvature,Earthquake,Elevation,Lithology,NDVI,NDWI,Plan,Precipitation,Profile,Slope,temperature,moisture,Landslide
2.666666667,3.666666667,1.666666667,3.0,2,3.666666667,2.333333333,3.666666667,2.666666667,2.666666667,4.0,21.50883,30.6629,0
2.0,2.333333333,1.666666667,2.333333333,2,1.666666667,4.333333333,2.666666667,3.333333333,4.0,4.0,23.89244667,22.34536667,0
3.0,3.0,2.333333333,2.0,1,1.666666667,4.333333333,2.666666667,4.333333333,3.0,2.666666667,19.15591,58.54626667,0
2.333333333,2.666666667,2.0,2.0,2,2.666666667,3.0,2.333333333,3.666666667,3.0,1.666666667,21.78374667,29.8066,0
4.0,3.0,2.333333333,2.333333333,3,2.666666667,3.0,3.0,3.666666667,3.666666667,3.0,22.27977667,41.8137,0
2.666666667,2.333333333,3.0,2.333333333,2,2.666666667,3.333333333,2.666666667,5.0,3.666666667,2.333333333,21.81479667,40.0672,0
2.333333333,3.0,2.333333333,2.666666667,2,2.333333333,3.333333333,3.0,4.666666667,3.0,3.0,21.54044333,34.23056667,0
3.0,3.666666667,1.0,1.333333333,2,3.666666667,2.666666667,4.0,1.666666667,3.333333333,2.0,18.86169,3.333333333,0
3.333333333,3.333333333,2.333333333,3.333333333,2,3.333333333,2.333333333,3.666666667,4.333333333,3.666666667,2.666666667,19.27357667,4.5928,0
3.0,3.666666667,2.333333333,3.0,2,2.0,4.0,3.666666667,4.0,3.0,1.666666667,23.10284667,11.86003333,0
3.666666667,2.333333333,2.333333333,2.666666667,3,3.666666667,2.333333333,2.666666667,3.0,4.0,2.333333333,23.97488,62.6173,0
2.333333333,2.666666667,2.666666667,2.0,1,3.333333333,2.333333333,2.666666667,4.666666667,3.666666667,2.666666667,24.89083,6.2766,0
2.666666667,3.0,2.0,2.666666667,1,4.0,1.666666667,3.0,3.0,3.333333333,3.0,16.21063667,19.0,0
3.333333333,3.666666667,1.666666667,3.333333333,4,3.666666667,2.666666667,4.0,3.666666667,3.0,2.333333333,20.49209,1.505133333,0
3.333333333,4.0,1.333333333,1.666666667,2,3.0,3.333333333,4.0,2.333333333,2.666666667,2.0,22.02531333,0.0,0
2.333333333,3.0,2.0,3.0,2,4.333333333,1.666666667,2.666666667,3.0,3.666666667,3.0,22.80568,32.0167,0
3.333333333,3.0,1.333333333,3.666666667,3,3.666666667,2.333333333,3.666666667,2.0,3.333333333,3.333333333,18.90873333,30.84253333,0
4.0,3.666666667,1.333333333,2.333333333,3,3.0,2.666666667,3.333333333,2.666666667,2.666666667,1.333333333,23.41861667,31.451,0
2.333333333,3.0,2.0,1.333333333,1,2.333333333,3.333333333,3.333333333,4.0,3.0,2.666666667,21.68154,10.02283333,0
3.0,3.0,2.333333333,2.0,3,3.0,3.0,3.333333333,4.333333333,3.333333333,1.666666667,18.72356333,61.71166667,0
3.333333333,3.0,2.666666667,2.666666667,2,2.666666667,3.0,2.666666667,4.333333333,3.0,2.666666667,21.96289667,10.50856667,0
3.333333333,3.333333333,2.666666667,3.0,2,3.0,2.666666667,3.666666667,4.666666667,3.333333333,3.0,22.50274667,94.0301,0
1.666666667,3.666666667,2.666666667,2.333333333,2,2.0,3.666666667,3.0,4.666666667,2.666666667,2.333333333,19.08030667,51.23426667,0
3.333333333,2.666666667,2.0,3.333333333,2,2.666666667,3.333333333,2.666666667,3.666666667,3.666666667,3.666666667,21.75987333,31.726,0
3.666666667,2.666666667,2.0,1.333333333,1,3.0,3.0,3.0,3.0,4.0,2.0,22.45641333,2.3806,0
3.333333333,3.0,1.666666667,2.0,2,1.0,5.0,3.333333333,3.666666667,4.0,2.333333333,24.05344667,27.78153333,0
3.0,3.666666667,1.666666667,1.666666667,2,3.0,3.0,3.666666667,2.333333333,3.0,3.333333333,22.30627333,83.88446667,0
3.333333333,3.0,1.666666667,2.0,2,3.666666667,2.333333333,3.0,2.666666667,4.0,3.333333333,22.89360667,32.08896667,0
2.666666667,3.0,2.666666667,3.333333333,4,3.333333333,2.666666667,2.333333333,4.666666667,3.0,3.333333333,15.14298333,36.40713333,0
3.666666667,2.0,2.333333333,2.333333333,2,2.0,3.666666667,2.0,4.333333333,4.0,3.666666667,17.80026333,35.7686,1
4.0,2.666666667,1.333333333,3.0,2,1.333333333,4.666666667,2.333333333,2.666666667,3.666666667,2.333333333,23.12474333,1.0804,0
1.333333333,2.333333333,2.333333333,2.666666667,2,2.333333333,3.666666667,3.0,4.333333333,4.333333333,3.666666667,23.53892333,40.88416667,0
2.0,3.0,2.0,2.666666667,3,2.333333333,3.666666667,3.0,4.666666667,3.333333333,3.333333333,21.04639667,0.1425,0
3.666666667,3.666666667,2.333333333,3.333333333,2,2.666666667,3.0,3.333333333,5.0,2.333333333,4.0,21.8409,60.74306667,0
3.666666667,3.666666667,2.0,4.333333333,3,2.0,3.333333333,3.333333333,3.0,2.666666667,3.666666667,17.08976667,29.94323333,0
2.0,3.0,1.333333333,2.333333333,3,3.666666667,2.0,3.0,2.333333333,3.0,3.0,24.54878,4.765966667,0
3.333333333,2.666666667,2.333333333,4.0,3,3.0,3.0,2.333333333,3.666666667,3.333333333,2.666666667,14.35684,2.075766667,0
1.333333333,3.0,1.333333333,2.333333333,1,2.666666667,3.0,3.333333333,2.333333333,3.333333333,2.0,24.38966333,20.14036667,0
2.333333333,3.0,2.666666667,2.333333333,2,2.0,4.0,3.0,5.0,3.666666667,2.0,25.43811,33.8387,0
2.666666667,2.666666667,1.666666667,1.666666667,2,2.666666667,3.333333333,3.333333333,2.666666667,4.0,2.0,18.54233333,23.44283333,0
3.0,3.333333333,1.666666667,2.333333333,1,4.0,2.0,3.0,2.666666667,3.0,2.0,25.41156667,36.07186667,0
3.333333333,2.666666667,1.666666667,3.0,2,2.0,3.666666667,2.666666667,3.0,3.333333333,3.666666667,22.10794333,44.92943333,0
3.666666667,3.0,2.0,3.0,3,2.333333333,3.333333333,3.0,3.333333333,3.0,3.0,19.11088,3.159733333,0
2.0,3.333333333,1.0,1.333333333,2,4.0,2.333333333,3.333333333,2.0,2.666666667,2.333333333,22.36060667,17.39903333,0
2.333333333,3.0,2.0,2.0,2,3.666666667,2.333333333,3.333333333,3.0,3.333333333,3.0,21.32531,40.10733333,0
2.0,3.333333333,2.0,3.666666667,3,3.0,3.0,3.666666667,3.333333333,3.0,3.0,22.38113333,42.31596667,0
2.333333333,4.0,2.666666667,3.333333333,4,3.0,3.333333333,4.333333333,4.333333333,3.0,2.333333333,22.98527667,37.83453333,0
3.666666667,3.333333333,2.0,1.333333333,1,3.0,2.666666667,3.0,3.333333333,3.0,3.0,20.49053,61.84836667,1
2.333333333,3.333333333,1.666666667,3.0,1,3.666666667,2.333333333,3.333333333,2.666666667,3.0,3.333333333,19.88875667,64.8466,0
4.333333333,3.333333333,2.0,2.666666667,2,2.666666667,3.333333333,3.0,4.0,3.0,2.333333333,22.46447,33.28776667,0
3.0,3.0,1.666666667,2.666666667,1,2.0,4.333333333,3.0,3.333333333,3.0,2.333333333,24.39037,37.57106667,0
2.333333333,3.666666667,2.0,2.0,2,4.333333333,1.333333333,4.0,3.333333333,3.333333333,2.666666667,20.90169,20.56513333,0
3.666666667,2.666666667,2.0,3.0,2,2.333333333,3.333333333,2.333333333,3.0,3.666666667,3.333333333,17.37204,24.4088,0
3.0,2.333333333,1.666666667,2.333333333,2,4.333333333,1.666666667,2.333333333,3.0,4.0,3.333333333,14.58664333,21.23816667,0
3.666666667,3.0,2.333333333,3.0,4,1.0,4.666666667,3.0,4.0,3.333333333,2.333333333,22.69208,6.0398,0
3.666666667,3.0,2.333333333,2.0,3,3.333333333,2.666666667,3.0,4.333333333,2.333333333,2.333333333,26.12146,21.21303333,0
3.0,1.666666667,2.0,2.333333333,2,1.666666667,4.333333333,1.666666667,3.333333333,4.0,2.0,21.20763333,68.55543333,1
1.666666667,3.0,1.666666667,2.666666667,2,3.666666667,2.0,2.666666667,2.666666667,3.333333333,2.666666667,20.18686667,24.29426667,0
3.0,2.0,1.666666667,2.666666667,2,3.666666667,2.333333333,2.666666667,2.666666667,4.333333333,2.666666667,20.61513667,47.65136667,0
3.666666667,3.0,2.0,2.333333333,3,3.666666667,2.666666667,3.0,3.0,3.333333333,3.0,22.77874667,6.5783,0
3.333333333,2.333333333,2.333333333,2.0,3,1.0,4.666666667,2.333333333,3.666666667,3.666666667,3.0,21.03416667,27.01353333,0
3.0,3.333333333,2.666666667,2.333333333,2,3.0,2.666666667,3.333333333,4.333333333,2.666666667,3.0,20.75278667,68.85586667,0
3.0,2.666666667,2.333333333,3.0,2,3.666666667,2.666666667,2.666666667,4.0,3.666666667,3.0,24.54378,24.1097,0
3.0,2.666666667,2.333333333,2.666666667,3,3.0,2.666666667,3.0,5.0,3.333333333,2.0,20.52805,48.72266667,0
2.0,3.666666667,2.333333333,3.0,1,3.333333333,3.0,3.333333333,4.666666667,2.0,3.0,20.75157333,7.960833333,0
3.666666667,3.0,2.0,3.333333333,3,2.333333333,3.666666667,3.0,3.333333333,3.0,1.333333333,19.76576333,5.256266667,0
2.333333333,3.666666667,1.0,1.666666667,2,4.333333333,1.333333333,4.0,1.0,3.0,2.666666667,22.01342667,49.11136667,0
4.0,2.666666667,2.0,3.333333333,2,4.333333333,2.0,2.333333333,3.666666667,2.666666667,3.0,20.20269667,65.00473333,0
3.0,3.333333333,1.666666667,3.333333333,3,4.0,1.333333333,2.666666667,2.666666667,2.333333333,3.333333333,16.37373667,4.797733333,0
4.333333333,2.333333333,2.0,3.0,4,2.0,4.0,2.333333333,3.666666667,3.666666667,2.666666667,13.50432667,5.461866667,0
1.666666667,3.0,2.333333333,2.666666667,2,1.333333333,4.333333333,2.666666667,4.0,3.333333333,2.0,26.05584667,70.2,0
3.333333333,4.333333333,1.333333333,2.666666667,2,2.666666667,3.333333333,4.333333333,2.666666667,2.333333333,3.666666667,17.60024333,3.273633333,0
2.666666667,2.666666667,2.666666667,3.666666667,3,3.333333333,3.0,2.666666667,4.333333333,3.333333333,2.0,20.68550333,54.78853333,0
3.666666667,2.666666667,1.666666667,1.333333333,1,3.666666667,2.0,2.666666667,2.666666667,3.333333333,3.666666667,25.12271,66.66666667,0
2.0,3.0,1.666666667,2.333333333,1,2.333333333,3.333333333,3.333333333,2.333333333,3.0,1.666666667,20.82362333,32.27143333,0
4.0,3.333333333,2.0,3.0,3,2.333333333,3.666666667,3.333333333,3.333333333,3.0,3.333333333,17.65203333,8.748266667,0
3.333333333,3.0,1.333333333,1.666666667,2,2.0,3.333333333,3.333333333,2.666666667,3.333333333,3.0,23.28877333,2.0,0
3.333333333,3.0,1.666666667,1.0,2,3.666666667,2.333333333,2.666666667,3.333333333,3.0,2.666666667,23.85821333,34.29576667,0
4.0,4.0,1.333333333,3.333333333,2,2.333333333,3.333333333,4.0,2.666666667,2.666666667,3.333333333,21.67711667,18.43426667,0
3.666666667,3.333333333,1.333333333,3.0,2,3.0,3.0,3.333333333,2.666666667,3.0,3.0,17.47150667,27.5322,0
2.333333333,3.333333333,2.333333333,2.666666667,1,3.666666667,2.333333333,3.0,4.666666667,3.0,3.333333333,24.94646667,28.53353333,0
3.0,3.333333333,1.333333333,4.0,4,4.0,2.333333333,3.333333333,2.666666667,2.666666667,3.333333333,17.13594667,0.002366667,0
2.333333333,3.0,2.333333333,3.0,3,3.0,3.0,3.0,3.666666667,3.333333333,1.666666667,20.25464667,55.31263333,0
3.333333333,2.666666667,1.666666667,3.0,2,3.0,3.0,2.666666667,3.0,3.666666667,2.333333333,20.00874,16.46956667,0
2.666666667,2.666666667,2.0,2.333333333,4,4.333333333,1.333333333,3.0,2.666666667,3.333333333,3.0,19.16239667,42.1738,0
2.666666667,4.0,2.333333333,2.666666667,3,3.333333333,3.0,4.333333333,4.666666667,3.0,3.0,17.32501333,53.0548,0
1.333333333,2.666666667,2.333333333,3.0,4,3.333333333,2.666666667,2.666666667,4.0,4.0,3.666666667,25.08169667,51.24873333,0
2.666666667,3.666666667,2.666666667,2.0,1,3.0,3.0,4.333333333,5.0,2.666666667,3.333333333,25.04145667,39.69643333,1
2.666666667,3.333333333,2.333333333,3.0,3,3.0,3.333333333,4.0,4.0,3.0,2.666666667,22.93907667,40.4681,0
2.666666667,3.333333333,2.333333333,3.333333333,3,2.666666667,3.333333333,3.0,3.666666667,2.666666667,2.333333333,22.10312,63.2307,0
3.666666667,3.333333333,1.333333333,3.333333333,2,4.0,1.666666667,3.333333333,2.333333333,2.666666667,3.0,24.23657,70.19886667,0
2.333333333,3.333333333,2.666666667,2.333333333,2,2.666666667,2.666666667,3.666666667,4.666666667,3.333333333,2.666666667,26.06371,41.57876667,0
3.0,3.0,2.0,2.333333333,1,3.333333333,2.666666667,3.333333333,3.666666667,3.0,2.666666667,22.91075333,17.3201,0
3.0,3.0,1.666666667,1.666666667,3,3.333333333,2.666666667,2.666666667,2.333333333,3.0,2.333333333,17.56672,10.34386667,0
2.666666667,2.333333333,2.333333333,2.333333333,2,2.333333333,3.333333333,2.666666667,4.0,3.666666667,3.0,20.81442,21.1407,0
2.333333333,3.666666667,1.666666667,2.333333333,2,4.333333333,1.666666667,3.666666667,3.666666667,2.666666667,3.0,18.07087333,52.51856667,1
2.666666667,3.666666667,2.0,3.0,3,2.333333333,3.0,3.333333333,4.0,2.333333333,2.666666667,20.99154667,20.2933,0
3.0,3.666666667,1.666666667,1.333333333,2,3.333333333,3.0,3.666666667,3.333333333,2.666666667,2.666666667,17.2299,16.48753333,0
4.333333333,2.666666667,2.666666667,2.666666667,3,2.333333333,3.333333333,3.0,4.666666667,3.666666667,3.333333333,19.14801,40.20306667,0
3.333333333,3.666666667,2.333333333,2.666666667,2,3.333333333,2.333333333,3.333333333,3.666666667,3.0,2.333333333,18.14622,36.868,0
4.333333333,4.0,2.0,3.0,2,2.0,4.0,4.0,3.333333333,2.333333333,2.0,22.75783667,1.6288,0
3.0,3.333333333,2.333333333,3.0,2,2.666666667,2.666666667,3.666666667,4.0,3.0,3.666666667,16.90045667,50.4971,0
4.0,2.333333333,2.333333333,3.0,4,2.0,4.0,2.666666667,4.0,4.0,3.666666667,21.58074333,55.9159,0
3.0,3.333333333,2.0,1.333333333,1,4.0,2.0,3.666666667,4.0,3.333333333,2.0,22.10291,18.15726667,0
4.333333333,2.333333333,1.666666667,2.0,3,2.333333333,3.666666667,3.0,3.333333333,4.0,2.0,20.29651333,47.83176667,0
4.0,4.0,2.333333333,3.0,3,2.0,3.666666667,3.666666667,4.0,2.333333333,2.333333333,23.76212333,53.45283333,0
3.666666667,3.666666667,1.666666667,2.333333333,1,4.0,2.0,3.666666667,3.0,2.666666667,3.0,22.91280667,69.5625,0
3.333333333,2.333333333,2.333333333,2.0,3,2.666666667,2.666666667,2.333333333,3.666666667,3.0,2.666666667,20.73856,44.46626667,0
1.333333333,2.666666667,2.333333333,2.666666667,1,2.333333333,3.666666667,3.0,4.0,3.333333333,3.0,20.26608667,49.88446667,0
2.0,3.0,2.333333333,1.666666667,2,3.0,2.666666667,3.0,4.666666667,3.333333333,2.333333333,19.29353,23.32433333,0
2.0,4.0,2.0,3.333333333,3,3.333333333,2.333333333,4.333333333,3.333333333,2.333333333,2.666666667,20.23943667,27.81136667,0
2.666666667,2.0,1.333333333,3.333333333,4,2.0,4.0,2.666666667,2.0,4.333333333,2.333333333,20.35399667,20.2838,0
2.0,3.0,2.333333333,2.333333333,1,1.666666667,4.333333333,2.666666667,4.0,2.666666667,2.333333333,20.73465333,42.5845,0
2.333333333,3.0,2.0,3.0,3,4.333333333,1.333333333,3.333333333,3.666666667,3.666666667,3.0,20.94226,61.9037,0
2.333333333,3.0,2.666666667,2.666666667,2,3.333333333,3.0,3.333333333,5.0,3.333333333,2.666666667,22.36092,42.9683,0
2.333333333,4.0,3.0,3.333333333,2,3.333333333,2.333333333,4.0,5.0,2.666666667,3.333333333,24.63842667,5.1119,0
1.333333333,3.0,1.666666667,2.333333333,2,3.333333333,3.0,3.333333333,3.333333333,3.333333333,2.333333333,23.5032,51.24906667,0
3.333333333,3.666666667,1.666666667,4.0,3,2.333333333,4.0,4.0,3.666666667,2.666666667,3.333333333,23.62105333,23.8912,0
3.0,3.333333333,1.666666667,4.0,4,2.0,4.0,3.0,2.666666667,3.0,3.333333333,22.15152333,49.78523333,0
3.666666667,3.333333333,2.333333333,2.0,2,3.333333333,3.0,3.666666667,4.0,3.666666667,2.0,23.29899,57.09106667,1
2.0,2.333333333,2.333333333,1.666666667,1,2.666666667,2.666666667,2.666666667,4.333333333,4.0,2.333333333,18.28251667,37.01576667,0
3.0,3.333333333,1.333333333,3.333333333,1,2.333333333,3.0,3.0,1.666666667,2.333333333,2.0,21.14609,29.27296667,0
2.333333333,3.666666667,1.666666667,2.666666667,1,3.666666667,2.333333333,2.666666667,3.333333333,2.333333333,2.333333333,25.99937333,2.7,0
2.333333333,3.333333333,2.666666667,2.333333333,1,3.0,2.333333333,3.333333333,4.333333333,3.0,3.0,24.44428333,25.5795,0
4.0,3.333333333,2.0,2.0,1,2.666666667,3.333333333,3.333333333,3.666666667,3.333333333,3.666666667,20.81217333,40.44423333,0
3.333333333,3.666666667,2.666666667,4.0,3,3.0,3.0,4.0,4.0,2.666666667,2.0,22.44919333,31.42016667,0
3.666666667,3.333333333,1.666666667,2.0,2,3.333333333,2.666666667,3.0,2.0,2.666666667,2.333333333,18.59046333,1.475833333,0
2.333333333,3.333333333,2.333333333,2.0,3,2.333333333,3.333333333,3.333333333,4.0,3.333333333,3.333333333,23.46024667,64.7055,0
2.0,3.333333333,1.666666667,2.333333333,2,2.666666667,3.0,3.333333333,3.0,3.0,2.666666667,22.36745333,19.1282,0
3.0,4.0,2.333333333,3.333333333,2,1.666666667,4.333333333,4.333333333,4.333333333,3.0,3.0,20.67572333,41.52623333,0
2.333333333,3.666666667,2.333333333,2.666666667,3,2.333333333,3.666666667,3.333333333,4.333333333,2.666666667,3.0,26.34139667,27.7436,0
3.0,3.333333333,2.0,2.0,3,3.333333333,2.666666667,3.666666667,3.666666667,3.333333333,1.666666667,19.65839,35.63803333,0
4.0,4.0,2.0,3.0,2,3.666666667,2.333333333,3.666666667,3.666666667,2.666666667,2.333333333,23.45881667,6.631466667,0
3.333333333,3.333333333,1.333333333,3.0,1,2.0,3.666666667,3.0,2.333333333,2.333333333,2.333333333,24.10197667,47.2287,0
2.333333333,3.0,2.333333333,3.0,2,2.666666667,3.0,3.0,4.0,3.0,3.0,22.17437,47.7808,0
2.333333333,3.333333333,2.666666667,3.333333333,2,2.666666667,3.333333333,3.333333333,4.666666667,2.666666667,3.666666667,18.50026,40.75816667,0
3.333333333,3.0,2.0,2.333333333,1,3.333333333,2.666666667,3.666666667,3.666666667,3.0,2.333333333,23.14906333,8.688766667,0
3.333333333,4.0,2.0,1.333333333,2,3.666666667,2.666666667,4.0,3.333333333,3.0,3.0,21.74705,45.63423333,0
4.0,2.666666667,1.333333333,3.0,4,2.0,4.0,2.666666667,2.333333333,3.333333333,2.666666667,17.68281,43.6637,0
3.333333333,4.333333333,1.666666667,3.333333333,4,3.0,2.666666667,4.0,3.0,2.0,3.666666667,21.85804667,22.77193333,0
2.0,2.333333333,2.0,2.666666667,2,1.0,5.0,2.666666667,4.0,4.0,2.0,25.46228333,35.03033333,0
3.333333333,3.333333333,2.333333333,2.333333333,2,2.0,4.0,3.666666667,4.0,3.0,1.666666667,18.98645667,62.19433333,0
2.333333333,3.666666667,1.666666667,2.0,1,3.666666667,2.333333333,3.666666667,4.0,2.666666667,3.0,15.80919667,2.908733333,0
2.666666667,2.333333333,1.666666667,2.0,2,3.666666667,2.333333333,2.666666667,3.333333333,4.0,2.666666667,22.91064667,30.3222,0
2.666666667,3.333333333,1.666666667,2.0,2,2.0,4.0,2.666666667,3.0,2.666666667,2.333333333,21.16953,36.69526667,0
2.666666667,2.666666667,1.666666667,3.0,3,3.666666667,2.333333333,3.0,3.0,3.666666667,2.0,23.64512,42.33333333,0
3.333333333,3.666666667,2.0,2.666666667,2,2.333333333,4.0,3.666666667,3.0,3.0,2.666666667,23.82644333,46.15573333,0
4.0,4.0,1.666666667,3.0,1,3.666666667,2.333333333,4.0,3.333333333,2.0,4.0,21.04572333,25.5456,0
3.0,3.666666667,2.666666667,2.666666667,2,4.0,2.0,4.333333333,5.0,3.666666667,2.666666667,26.29217333,11.51463333,1
2.333333333,3.0,2.333333333,3.0,3,3.333333333,2.333333333,3.333333333,3.666666667,3.0,3.0,22.68105667,7.648866667,0
3.0,3.666666667,1.666666667,2.666666667,1,3.0,3.0,3.666666667,2.666666667,3.333333333,2.666666667,18.91345,65.4887,0
2.333333333,3.0,2.333333333,2.0,1,2.666666667,3.0,3.0,4.0,3.333333333,3.666666667,20.57034667,37.7844,1
2.666666667,3.333333333,2.333333333,1.666666667,2,3.333333333,2.333333333,3.333333333,5.0,3.333333333,2.333333333,22.19445333,51.4575,1
3.333333333,4.0,1.666666667,2.666666667,1,2.0,3.666666667,4.0,3.0,2.666666667,2.666666667,20.01829667,52.9978,0
2.333333333,3.666666667,1.666666667,1.666666667,3,3.0,2.333333333,2.666666667,3.333333333,2.333333333,2.666666667,21.06468667,20.69696667,0
2.333333333,3.666666667,2.333333333,2.0,1,4.0,2.0,4.333333333,4.666666667,3.666666667,1.333333333,22.82371667,44.90156667,0
3.0,2.333333333,1.666666667,2.0,2,3.0,2.0,2.666666667,4.0,3.333333333,2.666666667,21.20579333,34.2638,1
2.0,3.666666667,2.0,2.333333333,2,1.666666667,4.666666667,3.333333333,3.666666667,2.666666667,3.0,25.42525333,45.88406667,0
4.0,2.666666667,2.0,3.333333333,2,3.666666667,2.333333333,2.666666667,3.666666667,3.0,3.0,21.83648333,36.28836667,0
3.333333333,3.333333333,1.666666667,2.0,1,3.666666667,2.333333333,3.333333333,3.333333333,3.0,2.0,23.23287667,55.1493,0
2.0,3.333333333,1.666666667,3.333333333,2,4.333333333,1.666666667,2.666666667,2.333333333,2.333333333,2.0,21.35550333,38.4132,0
3.333333333,2.0,1.666666667,1.666666667,1,3.333333333,2.333333333,2.666666667,2.666666667,4.333333333,2.333333333,22.61111333,7.7565,0
2.333333333,2.666666667,2.0,3.666666667,2,2.666666667,3.0,3.0,3.0,3.333333333,1.666666667,24.02955,26.04746667,0
2.666666667,2.666666667,2.666666667,1.666666667,2,3.0,3.0,3.0,4.333333333,3.666666667,2.0,23.64467667,45.69833333,0
2.333333333,3.0,2.0,2.333333333,1,3.333333333,2.666666667,2.666666667,4.0,3.0,2.0,20.06128,35.16483333,0
2.666666667,2.333333333,2.333333333,3.333333333,3,3.666666667,2.333333333,3.0,3.666666667,3.666666667,3.0,19.53099667,84.55973333,0
3.0,2.666666667,1.666666667,2.333333333,1,3.333333333,2.333333333,3.0,3.666666667,3.666666667,3.0,18.91119667,36.0267,0
3.333333333,3.0,2.0,2.666666667,3,3.0,3.0,3.0,3.666666667,3.333333333,2.333333333,20.86377667,40.32603333,0
4.666666667,3.0,2.666666667,3.333333333,3,2.333333333,3.666666667,2.666666667,4.666666667,3.0,2.0,20.13861667,23.33633333,0
2.333333333,3.333333333,2.333333333,3.0,2,4.0,2.0,3.333333333,4.666666667,2.666666667,2.666666667,26.32439333,63.35836667,0
3.0,3.666666667,2.333333333,2.333333333,3,3.0,3.0,4.0,4.333333333,2.666666667,2.666666667,22.71725333,16.66666667,0
3.0,2.0,2.0,2.0,2,2.666666667,3.0,3.333333333,3.333333333,4.333333333,3.666666667,24.23223,23.81033333,0
3.0,2.333333333,2.0,3.0,2,3.0,2.666666667,2.333333333,3.0,3.666666667,2.333333333,22.89297667,54.4035,0
2.0,2.333333333,2.666666667,3.333333333,2,3.666666667,2.333333333,2.0,4.0,3.0,2.333333333,23.37184,68.22856667,0
2.333333333,3.333333333,2.0,2.333333333,2,4.666666667,1.333333333,3.333333333,3.666666667,3.0,3.0,22.06540333,33.61066667,0
3.666666667,3.0,2.333333333,2.666666667,3,2.333333333,3.666666667,3.333333333,4.666666667,3.333333333,2.333333333,22.91235667,32.7506,0
4.0,2.666666667,2.333333333,2.333333333,2,2.0,3.666666667,3.0,4.333333333,3.666666667,4.333333333,23.91197,30.5108,0
2.666666667,3.333333333,2.0,3.0,1,2.666666667,3.0,3.666666667,3.666666667,3.333333333,3.333333333,18.68505333,81.16486667,1
2.666666667,3.666666667,2.333333333,3.666666667,4,3.666666667,1.666666667,3.666666667,4.0,2.666666667,3.333333333,24.92739667,33.59316667,0
3.333333333,3.0,2.0,1.666666667,2,3.0,3.0,3.0,4.0,3.333333333,1.666666667,19.33232333,18.97136667,0
3.333333333,2.0,2.666666667,3.0,4,1.333333333,4.0,2.0,4.666666667,3.666666667,3.0,16.95845333,40.70393333,0
2.0,2.666666667,1.666666667,2.0,2,3.666666667,2.333333333,2.333333333,3.0,3.666666667,3.333333333,19.35548333,25.21333333,0
3.0,3.333333333,2.0,3.0,1,1.333333333,4.333333333,3.0,3.0,3.333333333,2.333333333,19.10990667,33.35386667,0
3.333333333,3.666666667,1.666666667,2.666666667,2,2.666666667,3.0,3.333333333,2.666666667,2.0,3.0,22.91117333,24.458,0
3.0,3.0,1.666666667,2.666666667,3,2.666666667,3.333333333,3.666666667,2.333333333,4.0,2.333333333,22.67316,59.37586667,0
2.333333333,2.666666667,1.666666667,4.333333333,4,1.666666667,4.0,3.0,3.666666667,4.333333333,3.333333333,16.08108,19.81586667,0
3.666666667,3.333333333,1.666666667,3.0,2,4.333333333,1.666666667,3.333333333,3.666666667,2.666666667,3.666666667,13.55180333,2.8808,0
2.666666667,4.666666667,1.666666667,3.333333333,3,2.666666667,3.333333333,4.0,2.666666667,2.0,2.666666667,18.92909,24.5704,0
2.666666667,1.666666667,2.0,2.666666667,1,2.333333333,3.0,2.0,3.0,4.0,3.0,20.94429667,35.55243333,1
2.666666667,2.666666667,2.333333333,2.666666667,3,2.333333333,3.666666667,3.333333333,4.333333333,3.333333333,3.0,21.32799667,25.54806667,0
3.666666667,3.0,1.666666667,3.666666667,2,1.333333333,4.0,3.0,2.333333333,3.333333333,2.666666667,24.32320667,6.827033333,0
2.666666667,2.0,2.333333333,2.666666667,2,2.333333333,3.666666667,2.666666667,4.0,4.333333333,2.333333333,16.84303333,62.47753333,1
3.666666667,3.0,2.333333333,2.333333333,3,3.0,2.666666667,3.0,5.0,3.666666667,2.0,17.69048667,37.16976667,1
2.0,4.0,2.0,2.666666667,1,2.666666667,3.0,4.333333333,3.333333333,2.666666667,4.0,19.33560667,69.45123333,1
3.666666667,4.0,1.333333333,2.0,3,4.0,2.0,4.333333333,2.0,2.666666667,3.0,20.57939333,52.66316667,0
2.333333333,3.333333333,2.333333333,3.0,1,4.0,2.0,3.666666667,4.333333333,3.666666667,2.666666667,20.16470667,28.44886667,0
3.666666667,2.333333333,2.333333333,3.0,3,3.333333333,2.333333333,2.333333333,4.666666667,3.333333333,3.333333333,23.24023333,58.10126667,0
3.666666667,3.333333333,2.666666667,2.333333333,1,2.333333333,4.0,3.333333333,5.0,3.0,3.0,19.76881333,27.21246667,0
2.666666667,4.0,1.666666667,2.0,1,3.333333333,2.666666667,3.333333333,3.666666667,2.0,2.333333333,22.90241667,41.54693333,0
1.666666667,3.333333333,1.666666667,2.333333333,2,4.0,1.666666667,2.666666667,3.333333333,2.333333333,1.0,21.34764,21.2265,0
3.333333333,3.0,2.333333333,2.0,2,3.666666667,2.333333333,3.333333333,4.333333333,3.0,3.0,21.61302,61.9288,0
3.333333333,2.666666667,1.333333333,2.333333333,2,2.0,4.0,3.0,2.666666667,3.333333333,2.0,22.78279,30.53696667,0
4.0,4.0,2.666666667,3.0,1,3.0,3.333333333,4.0,4.333333333,2.333333333,2.333333333,18.23982667,29.0582,0
